id,svenskt,latin,Organismgrupp,Kategori,Observationer,Landskapstyp,status_abbrev,Rodlistekriterium
5465,auroraskinn,Phlebia ryvardenii,svamp,Art,1,Skog (S) - Stor betydelse,EN,D
5467,kådvaxskinn,Phlebia serialis,svamp,Art,145,Skog (S) - Stor betydelse,NT,A2c+3c+4c
5469,kärrvaxskinn,Phlebia subochracea,svamp,Art,31,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,D1
1218,vitt vaxskinn,Phlebia subulata,svamp,Art,14,Skog (S) - Stor betydelse,VU,D1
1900,sandtimotej,Phleum arenarium,kärlväxt,Art,1255,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(ii,iii,iv,v)c(iv)"
222617,flentimotej,Phleum phleoides,kärlväxt,Art,4690,Jordbrukslandskap (J) - Stor betydelse,NT,A2b
101549,,Phloeophagus lignarius,skalbagge,Art,233,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
101550,,Phloeophagus thomsoni,skalbagge,Art,230,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
101551,,Phloeophagus turbatus,skalbagge,Art,253,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
101553,,Phloiophilus edwardsii,skalbagge,Art,3,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
100105,knubbsäl (östersjöpopulationen),Phoca vitulina (Baltic population),däggdjur,Population,0,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse",VU,D1
232475,tumlare (östersjöpopulationen),Phocoena phocoena (Baltic population),däggdjur,Population,0,Brackvatten (B) - Stor betydelse,CR,C2a(ii)
102993,svart rödstjärt,Phoenicurus ochruros,fågel,Art,55577,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,D1
2043,kärrtofsskivling,Pholiota henningsii,svamp,Art,0,Våtmark (V) - Stor betydelse,DD,
1227,kryddtofsskivling,Pholiota squarrosoides,svamp,Art,31,Skog (S) - Stor betydelse,VU,D1
102025,svartstrimmad vedharkrank,Phoroctenia vittata,tvåvinge,Art,1,Skog (S) - Stor betydelse,NT,B2ab(iii)
101555,dvärgängsfly,Photedes captiuncula,fjäril,Art,139,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,"B2b(ii,iii,iv,v)c(iv)"
101556,vitt stråfly,Photedes morrisii,fjäril,Art,54,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
101557,vinkelprytt rörfly,Phragmatiphila nexa,fjäril,Art,47,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,"B2b(ii,iii,iv,v)c(iv)"
243959,,Phrosinella nasuta,tvåvinge,Art,2,Urban miljö (U) - Stor betydelse,NT,B2ab(iii)
219080,prickig flinkspindel,Phrurolithus minimus,palpkäke,Art,14,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse",VU,B2ab(iii)
101558,rödhalsad brunbagge,Phryganophilus ruficollis,skalbagge,Art,14,Skog (S) - Stor betydelse,EN,"B2ab(i,iii,iv)"
101918,almgallvecklare,Phtheochroa schreibersiana,fjäril,Art,4,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,B1ab(iii)+2ab(iii)
101559,dubbelögd svartbagge,Phylan gibbus,skalbagge,Art,13,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
101041,,Phyllodrepa salicis,skalbagge,Art,4,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
102480,lundalmsguldmal,Phyllonorycter schreberellus,fjäril,Art,16,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2b(iii)
101562,ginstbladsguldmal,Phyllonorycter staintoniellus,fjäril,Art,23,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",CR,"B1ab(i,ii,iii,iv,v)c(iv)"
214109,skogsalmsguldmal,Phyllonorycter tristrigellus,fjäril,Art,68,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2b(iii)
1229,skivsopp,Phylloporus pelletieri,svamp,Art,25,Skog (S) - Stor betydelse,EN,C2a(i)
100107,nordsångare,Phylloscopus borealis,fågel,Art,407,Skog (S) - Stor betydelse,EN,D
103012,grönsångare,Phylloscopus sibilatrix,fågel,Art,123095,Skog (S) - Stor betydelse,NT,A2b
100108,lundsångare,Phylloscopus trochiloides,fågel,Art,5304,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT°,D1
106088,,Phyllotreta dilatata,skalbagge,Art,24,"Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2b(iii)c(iv)
232545,grenig kalkskorpa,Phymatolithon calcareum,alg,Art,1,Marin miljö (M) - Stor betydelse,DD,
101567,klibbtickvinge,Phymatura brevicollis,skalbagge,Art,29,Skog (S) - Stor betydelse,VU,B2ab(iii)
1232,fransrosettlav,Physcia leptalea,"svamp, lav",Art,31,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,D1
1230,pudrad rosettlav,Physcia magnussonii,"svamp, lav",Art,23,Skog (S) - Stor betydelse,VU,D1
1231,rikfruktig rosettlav,Physcia phaea,"svamp, lav",Art,20,"Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",EN,D
1233,muddermossa,Physcomitrella patens,mossa,Art,45,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,D1
1234,klothuvmossa,Physcomitrium sphaericum,mossa,Art,5,Våtmark (V) - Stor betydelse,CR,C2a(i)
229609,nordlig dagglav,Physconia detersa,"svamp, lav",Art,17,Skog (S) - Stor betydelse,VU,D1
236231,,Physocephala nigra,tvåvinge,Art,8,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(i,iii,iv,v)"
101568,gulhuvad skaftstekelfluga,Physocephala vittata,tvåvinge,Art,0,Jordbrukslandskap (J) - Stor betydelse,RE,
1235,luggskinn,Physodontia lundellii,svamp,Art,10,Skog (S) - Stor betydelse,VU,D1
101569,gulfläckig ögonbagge,Phytobaenus amabilis,skalbagge,Art,4,Skog (S) - Stor betydelse,RE,
101571,gullrisbock,Phytoecia nigricornis,skalbagge,Art,51,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
215930,jungfrulinsfly,Phytometra viridaria,fjäril,Art,595,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",NT,"B2b(ii,iii,iv,v)c(iv)"
101572,ljus sandkortvinge,Phytosus balticus,skalbagge,Art,44,Havsstrand (H) - Stor betydelse,VU,B2ab(iii)
101573,mörk sandkortvinge,Phytosus spinifer,skalbagge,Art,9,Havsstrand (H) - Stor betydelse,VU,B1ab(iii)+2ab(iii)
1265,stor tratticka,Picipes badius,svamp,Art,95,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,D1
100109,tretåig hackspett,Picoides tridactylus,fågel,Art,29744,Skog (S) - Stor betydelse,NT,A2abc
101575,,Pilemostoma fastuosum,skalbagge,Art,73,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",VU,"B1ab(iii,iv)+2ab(iii,iv)"
1238,stor kolvlav,Pilophorus robustus,"svamp, lav",Art,2,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse",EN,D
1239,västlig kolvlav,Pilophorus strumaticus,"svamp, lav",Art,2,"Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse",EN,D
1240,lämmelporing,Piloporia sajanensis,svamp,Art,22,Skog (S) - Stor betydelse,EN,D
220275,gaffelfibbla,Pilosella dichotoma,kärlväxt,Art,538,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",VU,"B2ab(iii,v)"
220280,nickfibbla,Pilosella sphaerocephala,kärlväxt,Art,22,Jordbrukslandskap (J) - Stor betydelse,EN,"B2ab(ii,iii,v); C2a(i)"
1241,klotgräs,Pilularia globulifera,kärlväxt,Art,1809,"Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse",VU,A2b
1242,stor bockrot,Pimpinella major,kärlväxt,Art,482,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,"B2ab(iii,v)"
1243,sammetsbockrot,Pimpinella saxifraga subsp. nigra,kärlväxt,Underart,149,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(ii,iii,v); C2a(i)"
102125,tallbit,Pinicola enucleator,fågel,Art,43017,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,A4bc
102846,musselväktare,Pinnotheres pisum,kräftdjur,Art,7,Marin miljö (M) - Stor betydelse,DD,
205994,sydpipistrell,Pipistrellus pipistrellus,däggdjur,Art,304,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse",VU,D1
200715,rund rotlusblomfluga,Pipizella certa,tvåvinge,Art,1,Jordbrukslandskap (J) - Stor betydelse,NT,"B2ab(iii,iv)"
200717,kort rotlusblomfluga,Pipizella virens,tvåvinge,Art,7,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",NT,B2ab(iii)
102844,näskrabba,Pirimela denticulata,kräftdjur,Art,1,Marin miljö (M) - Stor betydelse,DD,
218317,östlig ärtmussla,Pisidium dilatatum,blötdjur,Art,0,Sötvatten (L) - Stor betydelse,DD,
101577,lappländsk ärtmussla,Pisidium hinzi,blötdjur,Art,1,"Sötvatten (L) - Stor betydelse, Fjäll (F) - Har betydelse",DD,
101579,trekantig ärtmussla,Pisidium supinum,blötdjur,Art,0,Sötvatten (L) - Stor betydelse,DD,
101580,dvärgärtmussla,Pisidium tenuilineatum,blötdjur,Art,1,Sötvatten (L) - Stor betydelse,DD,
106456,granvivel,Pissodes harcyniae,skalbagge,Art,85,Skog (S) - Stor betydelse,NT,B2ab(iii)
227503,,Pista maculata,mask,Art,0,Marin miljö (M) - Stor betydelse,DD,
227523,,Pista mediterranea,mask,Art,0,Marin miljö (M) - Stor betydelse,DD,
102585,kvistkrabbspindel,Pistius truncatus,palpkäke,Art,44,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,B2ab(iii)
102325,sibirisk barkborre,Pityogenes irkutensis,skalbagge,Art,24,Skog (S) - Stor betydelse,VU,B2ab(iii)
102326,Saalas barkborre,Pityogenes saalasi,skalbagge,Art,30,"Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse",VU,B2ab(iii)
106592,dvärggrenborre,Pityophthorus morosovi,skalbagge,Art,2,Skog (S) - Stor betydelse,DD,
218207,gröngrening,Placida dendritica,blötdjur,Art,1,Marin miljö (M) - Stor betydelse,NT,D2
101581,,Placusa pumilio,skalbagge,Art,10,Skog (S) - Stor betydelse,NT,B1b(iii)+2b(iii)
2294,röd puckelmossa,Plagiobryum demissum,mossa,Art,11,Fjäll (F) - Stor betydelse,DD,
102175,köldyngbagge,Plagiogonus arenarius,skalbagge,Art,23,Jordbrukslandskap (J) - Stor betydelse,EN,B2ab(iii)c(iv)
101582,bredbandad ekbarkbock,Plagionotus detritus,skalbagge,Art,239,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,B1ab(iii)+2ab(iii)
1247,bäcksidenmossa,Plagiothecium platyphyllum,mossa,Art,70,"Sötvatten (L) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse",NT,D1
101583,,Planeustomus palpalis,skalbagge,Art,11,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,B2ab(iii)
1901,dvärgkämpar,Plantago tenuiflora,kärlväxt,Art,506,Jordbrukslandskap (J) - Stor betydelse,NT,B1ab(iv)+2ab(iv)
636,kalksprötmossa,Plasteurhynchium striatulum,mossa,Art,30,Skog (S) - Stor betydelse,VU,D1
223619,ängsnattviol,Platanthera bifolia subsp. bifolia,kärlväxt,Underart,2731,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,A2bc
1248,lappfela,Platanthera obtusata,kärlväxt,Art,0,Fjäll (F) - Stor betydelse,EN,D
105990,matt starrbock,Plateumaris rustica,skalbagge,Art,349,"Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse",NT,B2b(iii)
1249,norsk näverlav,Platismatia norvegica,"svamp, lav",Art,2093,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,A2bc+3bc+4bc; C2a(i)
101587,myrbogråsugga,Platyarthrus hoffmannseggi,kräftdjur,Art,44,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B1a+2a
234512,brunpannad fotblomfluga,Platycheirus brunnifrons,tvåvinge,Art,2,Skog (S) - Stor betydelse,DD,
234513,alpfotblomfluga,Platycheirus goeldlini,tvåvinge,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",DD,
101590,blåglänsande svartbagge,Platydema violaceum,skalbagge,Art,107,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
102481,kattostmal,Platyedra subcinerea,fjäril,Art,17,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,B2ab(iii)
100159,nålsnäcka,Platyla polita,blötdjur,Art,12,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,"B1ab(iii,iv,v)+2ab(iii,iv,v)"
100210,sumpskogslöpare,Platynus krynickii,skalbagge,Art,100,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
100211,älvängslöpare,Platynus longiventris,skalbagge,Art,46,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse",CR,B1ab(iii)c(iv)+2ab(iii)c(iv)
100213,granskugglöpare,Platynus mannerheimii,skalbagge,Art,39,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,B2ab(iii)
241128,,Platyparea discoidea,tvåvinge,Art,4,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
102482,kattfotsfjädermott,Platyptilia tesseradactyla,fjäril,Art,50,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Fjäll (F) - Har betydelse",VU,"B2ab(ii,iii,iv)"
101592,ekcylinderbagge,Platypus cylindrus,skalbagge,Art,7,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
101593,stor plattnosbagge,Platyrhinus resinosus,skalbagge,Art,567,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)c(iv)
101594,,Platysoma compressum,skalbagge,Art,89,Skog (S) - Stor betydelse,VU,B2ab(iii)
101595,femstrimmig plattstumpbagge,Platysoma deplanatum,skalbagge,Art,391,Skog (S) - Stor betydelse,NT,"B2ab(iii,iv)"
100778,,Platysoma elongatum,skalbagge,Art,7,Skog (S) - Stor betydelse,RE,
103823,,Platysoma lineare,skalbagge,Art,230,Skog (S) - Stor betydelse,NT,"B2ab(iii,iv)"
102919,högnordisk blåvinge,Plebejus aquilo,fjäril,Art,294,Fjäll (F) - Stor betydelse,NT,B2ac(iv); D1
101598,kronärtsblåvinge,Plebejus argyrognomon,fjäril,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",CR,"B2ab(ii,iii,iv,v)c(iv)"
206002,brunlångöra,Plecotus auritus,däggdjur,Art,3944,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse",NT,A2bc
232267,grålångöra,Plecotus austriacus,däggdjur,Art,6,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse",CR,D
229651,lunglavsknapp,Plectocarpon lichenum,"svamp, lav",Art,171,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse",VU,D1
229653,njurlavsknapp,Plectocarpon nephromeum,"svamp, lav",Art,3,Skog (S) - Stor betydelse,EN,D
229654,skrovellavsknapp,Plectocarpon scrobiculatae,"svamp, lav",Art,11,Skog (S) - Stor betydelse,EN,D
101599,,Plectophloeus nitidus,skalbagge,Art,52,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,B2ab(iii)
101600,,Plectophloeus nubigena,skalbagge,Art,83,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
101602,,Plegaderus dissectus,skalbagge,Art,212,Skog (S) - Stor betydelse,NT,B2ab(iii)
102328,,Plegaderus sanatus,skalbagge,Art,51,Skog (S) - Stor betydelse,EN,B1ab(iii)
101603,,Plegaderus saucius,skalbagge,Art,203,Skog (S) - Stor betydelse,NT,"A2c+3c; B2ab(iii,iv)"
2098,kortbladig sylmossa,Pleuridium acuminatum,mossa,Art,11,Jordbrukslandskap (J) - Stor betydelse,EN,"B2ab(iii,v)"
1251,strandsylmossa,Pleuridium palustre,mossa,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",EN,"B2ab(iii,v); C2a(i)"
6006096,dubbelvinge,Pleurobranchus membranaceus,blötdjur,Art,2,Marin miljö (M) - Stor betydelse,VU,D2
1252,stäppmossa,Pleurochaete squarrosa,mossa,Art,0,Jordbrukslandskap (J) - Stor betydelse,RE,
101604,ljungrotkrypare,Pleurophorus caesus,skalbagge,Art,0,Jordbrukslandskap (J) - Stor betydelse,RE,
1253,piploka,Pleurospermum austriacum,kärlväxt,Art,602,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B1ab(iii,v)+2ab(iii,v)"
2045,slöjmussling,Pleurotus calyptratus,svamp,Art,12,Skog (S) - Stor betydelse,EN,D
102483,fjälltravsmal,Plutella haasi,fjäril,Art,0,Fjäll (F) - Stor betydelse,DD,
1254,rödskölding,Pluteus aurantiorugosus,svamp,Art,24,Skog (S) - Stor betydelse,EN,C2a(i)
5563,gyllenskölding,Pluteus chrysophaeus,svamp,Art,36,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,D1
5569,,Pluteus hispidulus,svamp,Art,23,Skog (S) - Stor betydelse,NT,D1
6006091,bläckfiskssnäcka,Pneumodermopsis paucidens,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
1256,storgröe,Poa remota,kärlväxt,Art,2433,"Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse",NT,"B2ab(iii,v)"
101605,jordhumlefluga,Pocota personata,tvåvinge,Art,94,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
101606,,Podalonia luffii,stekel,Art,66,Havsstrand (H) - Stor betydelse,VU,D1
100115,svarthalsad dopping,Podiceps nigricollis,fågel,Art,4543,Sötvatten (L) - Stor betydelse,EN,D
103022,lappmes,Poecile cinctus,fågel,Art,7294,Skog (S) - Stor betydelse,NT,A2bc
103021,talltita,Poecile montanus,fågel,Art,191247,Skog (S) - Stor betydelse,NT,A2bc
103020,entita,Poecile palustris,fågel,Art,239657,"Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,A2b
101566,mörk spegelbock,Poecilium pusillum,skalbagge,Art,119,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B1ab(iii)+2ab(iii)
240163,,Poecilobothrus ducalis,tvåvinge,Art,0,Havsstrand (H) - Stor betydelse,DD,
101608,asppraktbagge,Poecilonota variolosa,skalbagge,Art,646,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,A2c+3c
101671,matt sollöpare,Poecilus punctulatus,skalbagge,Art,11,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",EN,"B2ab(iii,iv)c(iv)"
1258,falsk klotterlav,Poeltinula interjecta,"svamp, lav",Art,2,Skog (S) - Stor betydelse,CR,D
101609,sydlig kvistbock,Pogonocherus caroli,skalbagge,Art,100,Skog (S) - Stor betydelse,NT,B2ab(iii)
101611,gulvingad saltlöpare,Pogonus luridipennis,skalbagge,Art,23,Havsstrand (H) - Stor betydelse,EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
1259,lappnicka,Pohlia atropurpurea,mossa,Art,3,"Fjäll (F) - Stor betydelse, Våtmark (V) - Har betydelse",VU,D1
2291,rörnicka,Pohlia crudoides,mossa,Art,12,"Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse",NT,D1
1260,rak nicka,Pohlia erecta,mossa,Art,0,Fjäll (F) - Stor betydelse,NT,D1
2275,fjällbäcksnicka,Pohlia ludwigii,mossa,Art,8,Fjäll (F) - Stor betydelse,NT,"A3c; B2ab(ii,iii,v); C2a(i)"
2284,trubbnicka,Pohlia obtusifolia,mossa,Art,19,Fjäll (F) - Stor betydelse,NT,"A3c; B2ab(ii,iii,v); C2a(i)"
101612,sibiriskt lundfly,Polia lamuta,fjäril,Art,28,"Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse",EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
216181,större hedfly,Polia richardsoni,fjäril,Art,25,Fjäll (F) - Stor betydelse,NT,B2ac(iv)
101613,stenpappersgeting,Polistes biglumis,stekel,Art,0,Skog (S) - Stor betydelse,VU,B2ac(iv); D1+2
206146,lyrtorsk,Pollachius pollachius,fisk,Art,32,Marin miljö (M) - Stor betydelse,CR,"A2bd; B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)"
234254,trådtut,Polycarpa aernbaeckae,manteldjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
234252,dubbeltut,Polycarpa fibrosa,manteldjur,Art,22,Marin miljö (M) - Stor betydelse,EN,B1ab(iii); D
218183,gulskäggsnuding,Polycera faeroensis,blötdjur,Art,2,Marin miljö (M) - Stor betydelse,VU,D1
227543,,Polycirrus aurantiacus,mask,Art,0,Marin miljö (M) - Stor betydelse,DD,
227547,,Polycirrus latidens,mask,Art,1,Marin miljö (M) - Stor betydelse,DD,
227549,,Polycirrus norvegicus,mask,Art,14,Marin miljö (M) - Stor betydelse,NT,D2
101616,amasonmyra,Polyergus rufescens,stekel,Art,50,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",EN,"B2ab(ii,iii,v); C2a(i)"
1262,toppjungfrulin,Polygala comosa,kärlväxt,Art,3170,Jordbrukslandskap (J) - Stor betydelse,VU,"B2ab(ii,iii,v)"
265348,hedjungfrulin,Polygala serpyllifolia,kärlväxt,Art,45,Jordbrukslandskap (J) - Stor betydelse,EN,B1ab(v)
260351,backjungfrulin,Polygala vulgaris subsp. collina,kärlväxt,Underart,51,Jordbrukslandskap (J) - Stor betydelse,EN,B1ab(v)
1902,stolt trampört,Polygonum aviculare subsp. excelsius,kärlväxt,Underart,166,Havsstrand (H) - Stor betydelse,NT,"B2ab(ii,iii,iv,v)"
1264,näbbtrampört,Polygonum oxyspermum,kärlväxt,Art,206,Havsstrand (H) - Stor betydelse,EN,C2a(i)
101619,gulfläckigt klippfly,Polymixis flavicincta,fjäril,Art,0,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",RE,
201145,väpplingblåvinge,Polyommatus dorylas,fjäril,Art,1193,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse",NT,"B2b(i,ii,iii,iv,v)c(iv)"
262707,dansk stensöta,Polypodium interjectum,kärlväxt,Art,68,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,D
1266,stenticka,Polyporus tuberaster,svamp,Art,75,"Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,D1
1268,uddbräken,Polystichum aculeatum,kärlväxt,Art,308,Skog (S) - Stor betydelse,VU,D1
1269,skuggbräken,Polystichum braunii,kärlväxt,Art,0,Skog (S) - Stor betydelse,CR,D
2847,jökelbjörnmossa,Polytrichastrum sexangulare,mossa,Art,64,Fjäll (F) - Stor betydelse,NT,A3c
1270,tajgabjörnmossa,Polytrichum pallidisetum,mossa,Art,3,Skog (S) - Stor betydelse,DD,
102854,nålsjöstjärna,Pontaster tenuispinus,tagghuding,Art,0,Marin miljö (M) - Stor betydelse,RE,
101621,grönfläckig vitfjäril,Pontia edusa,fjäril,Art,311,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",EN,"B1ab(iii,v)c(iv)+2ab(iii,v)c(iv)"
217809,tvåtaggig mudderräka,Pontophilus norvegicus,kräftdjur,Art,18,Marin miljö (M) - Stor betydelse,NT,B1ab(iii)
102825,tretaggig mudderräka,Pontophilus spinosus,kräftdjur,Art,41,Marin miljö (M) - Stor betydelse,NT,B1ab(iii)+2ab(iii)
106488,,Poophagus sisymbrii,skalbagge,Art,119,"Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse",NT,B2b(iii)c(iv)
102857,nåldyna,Porania stormi,tagghuding,Art,1,Marin miljö (M) - Stor betydelse,EN,D
105235,,Porcinolus murinus,skalbagge,Art,118,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse",NT,B2ab(iii)
1272,pepparporella,Porella arboris-vitae,mossa,Art,109,Skog (S) - Stor betydelse,VU,D1
1824,dvärgporina,Porina leptalea,"svamp, lav",Art,18,Skog (S) - Stor betydelse,VU,D1
5432,granticka,Porodaedalea chrysoloma,svamp,Art,19756,Skog (S) - Stor betydelse,NT,A2c+3c+4c
5442,tallticka,Porodaedalea pini,svamp,Art,25295,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,A2c+3c+4c
104696,,Poromniusa procidua,skalbagge,Art,12,Skog (S) - Stor betydelse,DD,
218246,,Poromya granulata,blötdjur,Art,5,Marin miljö (M) - Stor betydelse,VU,D2
5600,liten fatsvamp,Poronia erici,svamp,Art,29,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",VU,D1
1276,fatsvamp,Poronia punctata,svamp,Art,323,Jordbrukslandskap (J) - Stor betydelse,NT,D1
1277,dystersopp,Porphyrellus porphyrosporus,svamp,Art,432,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,C2a(i)
